customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,transaction_id,transaction_date,product_id,product_category,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,avg_purchase_value,purchase_frequency,last_purchase_date,avg_discount_used,preferred_store,online_purchases,in_store_purchases,avg_items_per_transaction,avg_transaction_value,total_returned_items,total_returned_value,total_sales,total_transactions,total_items_purchased,total_discounts_received,avg_spent_per_category,max_single_purchase_value,min_single_purchase_value,product_name,product_brand,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight,product_color,product_material,product_manufacture_date,product_expiry_date,product_shelf_life,promotion_id,promotion_type,promotion_start_date,promotion_end_date,promotion_effectiveness,promotion_channel,promotion_target_audience,customer_zip_code,customer_city,customer_state,store_zip_code,store_city,store_state,distance_to_store,holiday_season,season,weekend,customer_support_calls,email_subscriptions,app_usage,website_visits,social_media_engagement,days_since_last_purchase
221,74,Other,Low,No,8,Yes,Divorced,0,Bachelor's,Self-Employed,694826,2020-02-05 20:07:15,7883,Clothing,7,891.1,0.31,Mobile Payment,Location C,1,Thursday,11,8,437.88,Daily,2021-01-10 22:41:27,0.0,Location D,57,50,3.56,216.31,8,268.2,2998.3,95,354,964.38,577.49,783.62,7.65,Product B,Brand X,1.5,330,20,0.16,Medium,4.91,White,Metal,2018-11-20 01:13:18,2023-06-27 18:53:16,70,126,Flash Sale,2021-12-08 05:18:21,2022-10-27 01:41:14,High,Online,Returning Customers,42714,City B,State Y,94902,City A,State Y,43.74,Yes,Fall,No,16,No,Medium,22,Low,358
222,70,Male,Medium,Yes,1,No,Divorced,1,Master's,Employed,647246,2021-04-13 09:04:20,3937,Groceries,9,105.16,0.35,Credit Card,Location C,20,Thursday,46,5,94.98,Monthly,2021-10-30 09:22:12,0.44,Location D,7,51,2.34,397.87,6,72.33,9397.1,54,385,293.81,478.78,839.43,1.1,Product C,Brand X,4.9,734,53,0.48,Small,2.14,Blue,Plastic,2018-02-06 05:51:46,2023-08-12 10:06:41,25,543,20% Off,2021-01-04 04:48:38,2022-08-06 11:35:57,High,In-store,New Customers,24249,City D,State Y,91632,City C,State X,24.88,No,Winter,Yes,6,Yes,Low,10,Medium,45
223,23,Female,High,No,5,No,Married,2,Master's,Self-Employed,427257,2021-07-24 21:11:51,4089,Furniture,7,425.95,0.4,Credit Card,Location D,4,Tuesday,44,11,294.65,Weekly,2021-01-18 13:31:11,0.23,Location A,58,95,6.04,135.42,0,966.86,1677.02,66,203,675.3,88.81,906.87,6.18,Product B,Brand Y,1.8,702,34,0.46,Medium,9.52,Red,Glass,2019-05-15 00:02:51,2022-06-27 12:35:06,27,541,20% Off,2021-04-04 05:50:41,2022-02-22 18:18:23,High,Online,New Customers,91067,City D,State Y,13827,City D,State Z,27.9,Yes,Spring,Yes,15,No,Medium,60,High,248
224,45,Female,Low,Yes,0,Yes,Single,4,Master's,Unemployed,542446,2020-06-19 02:23:51,2436,Electronics,6,65.09,0.16,Mobile Payment,Location A,9,Friday,12,9,59.39,Weekly,2021-08-17 21:53:39,0.26,Location B,93,96,1.28,20.22,2,571.08,5982.89,45,326,366.25,224.75,151.24,5.32,Product A,Brand X,3.9,16,60,0.19,Large,4.95,Green,Plastic,2018-12-24 23:12:27,2023-04-29 12:48:36,119,494,Buy One Get One Free,2021-07-08 01:49:27,2022-11-27 09:05:23,Medium,Online,Returning Customers,99333,City B,State Y,12001,City D,State Z,88.28,No,Spring,No,5,No,Medium,45,Medium,29
225,45,Other,High,Yes,7,No,Divorced,0,High School,Employed,263329,2020-02-19 04:15:06,9708,Furniture,1,841.1,0.36,Cash,Location A,1,Sunday,13,8,238.64,Monthly,2021-01-05 19:42:06,0.34,Location D,49,51,4.85,339.81,2,551.79,7566.9,35,83,94.31,660.2,64.87,6.64,Product D,Brand Z,2.8,414,97,0.45,Large,1.22,Red,Wood,2019-02-18 11:06:07,2023-07-07 09:41:57,65,816,Buy One Get One Free,2021-03-31 20:03:55,2022-03-12 02:21:50,High,Online,New Customers,15608,City A,State X,15134,City B,State Z,35.2,No,Winter,Yes,10,No,Medium,5,Medium,2
226,61,Female,Medium,Yes,8,Yes,Single,4,PhD,Retired,452113,2021-09-30 23:04:30,8268,Clothing,7,269.37,0.44,Mobile Payment,Location C,14,Thursday,42,3,313.28,Yearly,2021-04-24 12:24:48,0.09,Location D,18,98,4.9,173.13,8,595.73,825.92,16,108,217.35,576.54,315.75,4.59,Product D,Brand Y,4.3,984,34,0.12,Small,1.36,White,Plastic,2019-11-14 17:14:02,2023-05-30 07:32:58,334,450,Flash Sale,2021-01-03 22:29:08,2022-12-28 13:11:54,Medium,Online,New Customers,75541,City C,State X,15863,City B,State Y,67.5,No,Summer,No,6,No,High,8,Low,100
227,61,Male,High,No,0,Yes,Divorced,3,PhD,Unemployed,783950,2020-01-14 04:40:49,5237,Electronics,6,159.48,0.45,Debit Card,Location C,18,Sunday,21,6,238.16,Monthly,2021-03-22 21:11:19,0.06,Location A,70,25,3.69,29.89,5,325.87,7108.17,51,404,472.94,824.28,44.63,3.51,Product D,Brand X,4.7,527,35,0.03,Large,7.21,White,Plastic,2019-04-04 02:23:08,2022-07-26 14:50:49,170,373,20% Off,2021-10-05 16:41:53,2022-08-17 10:56:12,High,Online,Returning Customers,25333,City D,State X,92427,City B,State Z,77.66,No,Winter,Yes,2,No,Medium,78,Medium,166
228,37,Male,Low,No,6,No,Single,0,Master's,Retired,649951,2021-11-12 09:44:30,8582,Furniture,9,226.58,0.3,Cash,Location C,19,Tuesday,3,1,236.38,Daily,2021-05-09 06:56:01,0.07,Location B,39,46,7.73,491.08,1,606.38,2314.17,17,138,476.05,840.71,40.41,8.87,Product A,Brand Z,1.7,338,5,0.19,Small,4.07,Green,Wood,2019-11-13 02:40:44,2022-03-24 11:46:42,122,133,20% Off,2021-02-06 18:25:38,2022-10-30 09:50:11,High,In-store,Returning Customers,94878,City B,State Z,23622,City D,State X,68.63,No,Winter,Yes,19,Yes,High,34,Medium,167
229,47,Male,Low,No,5,Yes,Single,3,PhD,Retired,530269,2020-06-24 14:36:40,532,Furniture,8,329.15,0.43,Cash,Location D,15,Thursday,17,5,227.07,Monthly,2021-09-28 18:52:03,0.14,Location B,24,64,3.4,352.67,0,813.02,2736.64,31,70,32.63,752.38,169.24,9.62,Product A,Brand Y,4.1,771,18,0.2,Medium,9.55,Green,Plastic,2018-09-02 18:07:44,2023-01-24 00:25:03,321,23,Flash Sale,2021-12-22 05:59:10,2022-09-15 04:24:51,High,In-store,Returning Customers,16303,City C,State Y,28763,City B,State X,88.79,No,Spring,No,19,No,Medium,40,Medium,187
230,79,Male,Low,No,8,Yes,Married,4,Bachelor's,Unemployed,435914,2021-03-19 22:42:10,554,Toys,6,344.76,0.34,Cash,Location B,4,Monday,32,3,456.31,Yearly,2021-09-04 09:17:05,0.21,Location C,38,37,8.28,182.04,4,68.88,9914.05,13,183,867.27,93.9,27.05,2.4,Product D,Brand X,3.8,483,91,0.31,Large,5.43,White,Metal,2018-08-25 07:49:19,2022-10-23 20:04:15,363,748,Buy One Get One Free,2021-02-27 19:40:58,2022-03-10 19:58:13,Low,Online,New Customers,92210,City A,State X,69497,City A,State X,34.38,Yes,Fall,No,8,No,High,66,Medium,293
231,28,Female,High,No,1,No,Single,2,PhD,Self-Employed,997715,2021-04-06 16:21:51,1966,Groceries,4,719.29,0.15,Credit Card,Location B,7,Tuesday,40,4,126.35,Monthly,2021-04-23 07:35:01,0.29,Location D,46,42,7.66,91.23,5,399.13,5966.31,42,380,811.79,834.15,584.63,7.7,Product A,Brand X,1.6,587,26,0.32,Medium,5.75,Green,Wood,2019-12-23 20:26:14,2023-02-14 01:32:08,220,785,20% Off,2021-05-21 12:42:12,2022-04-26 02:05:17,Medium,Social Media,New Customers,87651,City C,State Y,49907,City A,State X,21.7,No,Summer,No,5,Yes,Medium,9,High,304
232,75,Male,Medium,Yes,5,Yes,Divorced,1,Bachelor's,Employed,827128,2020-07-29 17:11:24,1162,Toys,2,621.48,0.27,Credit Card,Location B,0,Tuesday,43,5,177.67,Yearly,2021-05-20 23:37:35,0.42,Location C,40,97,8.91,381.0,1,841.16,3479.3,97,190,805.78,538.58,800.8,9.01,Product B,Brand X,1.1,117,17,0.43,Medium,0.51,White,Wood,2019-02-05 00:50:41,2022-04-15 23:09:00,131,312,Flash Sale,2021-12-08 16:56:46,2022-03-05 03:36:56,Medium,Social Media,Returning Customers,55673,City D,State Z,72818,City A,State X,10.42,No,Winter,No,17,No,Low,78,Medium,195
233,72,Male,Medium,Yes,5,Yes,Divorced,0,Master's,Self-Employed,722771,2021-07-08 12:21:44,578,Furniture,4,271.03,0.16,Mobile Payment,Location B,2,Friday,41,5,442.61,Monthly,2021-05-14 12:07:54,0.4,Location D,63,60,9.2,425.1,3,490.8,8430.99,87,258,189.8,314.61,332.24,6.83,Product B,Brand Y,1.9,276,72,0.03,Medium,9.4,Black,Wood,2019-11-27 13:12:58,2022-09-25 15:55:10,308,867,Buy One Get One Free,2021-11-02 17:23:31,2022-02-13 16:22:37,Low,In-store,Returning Customers,64498,City C,State X,27375,City D,State X,90.57,Yes,Fall,Yes,13,No,High,2,High,255
234,45,Male,Medium,No,3,No,Married,1,Bachelor's,Retired,61634,2020-04-07 23:05:20,5390,Electronics,6,146.33,0.14,Cash,Location D,1,Friday,6,7,81.42,Daily,2021-10-23 21:02:44,0.46,Location B,44,4,9.68,267.17,7,783.1,9479.33,48,392,736.63,912.48,44.69,6.51,Product B,Brand Z,2.5,764,21,0.21,Small,1.99,White,Plastic,2019-05-03 19:23:36,2023-01-23 09:17:11,63,266,Flash Sale,2021-12-02 09:04:10,2022-02-10 03:33:48,High,Social Media,Returning Customers,29329,City C,State Y,68276,City B,State Z,72.58,Yes,Summer,No,19,No,Low,92,High,187
235,42,Male,High,No,8,No,Divorced,4,Bachelor's,Employed,884705,2020-07-16 22:02:11,9282,Groceries,3,579.27,0.09,Cash,Location A,19,Monday,49,4,421.14,Daily,2021-08-31 23:14:13,0.19,Location D,89,93,6.69,15.76,2,61.63,493.16,9,149,373.76,999.59,637.02,3.36,Product A,Brand X,4.9,151,1,0.46,Small,6.65,Red,Metal,2018-04-13 12:05:17,2023-12-06 10:42:55,53,728,20% Off,2021-04-23 17:40:12,2022-05-07 12:20:46,Low,In-store,Returning Customers,49561,City B,State Y,60045,City C,State Z,32.41,Yes,Fall,No,7,Yes,Medium,75,High,238
236,56,Male,Low,No,9,Yes,Married,0,High School,Retired,24443,2020-06-20 23:35:10,8940,Furniture,3,814.03,0.34,Credit Card,Location A,16,Wednesday,11,4,90.66,Monthly,2021-12-15 20:13:34,0.34,Location C,33,81,7.88,242.12,4,922.71,7997.34,84,312,488.32,927.19,865.49,2.79,Product D,Brand X,3.9,840,4,0.17,Large,0.85,Blue,Plastic,2018-11-10 11:39:05,2023-07-24 09:49:49,7,997,20% Off,2021-09-24 09:03:36,2022-01-29 01:19:15,Medium,Online,New Customers,19337,City D,State X,98354,City B,State X,24.55,No,Winter,Yes,13,Yes,Low,34,Medium,24
237,79,Male,High,Yes,1,No,Married,1,PhD,Unemployed,877098,2020-06-20 17:28:48,82,Electronics,2,304.64,0.44,Credit Card,Location A,5,Tuesday,16,2,42.78,Monthly,2021-01-31 08:52:59,0.47,Location C,93,43,3.56,326.99,1,322.46,6889.56,3,120,299.49,178.92,453.21,4.1,Product C,Brand Y,2.9,305,98,0.26,Small,6.98,White,Metal,2019-04-16 19:41:55,2023-09-04 07:01:25,2,445,Flash Sale,2021-03-08 23:55:23,2022-01-23 17:41:06,Medium,In-store,Returning Customers,91859,City A,State Z,10195,City B,State Z,72.37,Yes,Summer,No,16,No,High,67,Medium,324
238,50,Male,High,No,2,No,Married,1,High School,Unemployed,945172,2020-02-21 02:20:42,2244,Electronics,3,409.41,0.0,Cash,Location C,7,Thursday,16,12,497.78,Weekly,2021-12-05 21:53:47,0.29,Location B,80,96,8.98,415.67,0,943.91,6675.46,25,129,105.51,952.9,409.05,0.35,Product C,Brand Y,4.0,814,7,0.28,Large,5.51,Green,Plastic,2019-08-25 01:12:08,2022-12-24 12:56:12,297,178,Buy One Get One Free,2021-03-17 13:58:54,2022-03-21 17:11:40,Low,Online,Returning Customers,44977,City B,State Z,91093,City C,State Z,32.3,No,Fall,No,6,Yes,High,98,High,247
239,18,Other,Low,Yes,5,Yes,Married,1,Bachelor's,Self-Employed,561067,2021-09-03 22:22:48,188,Toys,7,430.71,0.36,Debit Card,Location A,6,Monday,43,2,452.88,Yearly,2021-04-28 07:04:15,0.23,Location B,48,60,9.88,345.47,2,741.4,6032.57,57,284,799.35,560.46,598.67,9.15,Product B,Brand Y,1.2,79,23,0.36,Medium,8.75,Black,Glass,2019-03-16 04:08:06,2022-11-11 10:36:21,67,318,20% Off,2021-09-23 06:45:39,2022-08-21 19:20:32,Low,Online,Returning Customers,23563,City B,State Y,62664,City A,State Y,21.35,Yes,Fall,No,12,No,Medium,13,Medium,75
240,74,Female,Low,No,0,Yes,Single,1,PhD,Self-Employed,854269,2021-12-21 01:04:31,5559,Groceries,2,421.06,0.31,Mobile Payment,Location D,5,Wednesday,38,6,235.08,Weekly,2021-02-05 10:32:24,0.35,Location A,7,11,4.59,190.19,4,159.6,9642.67,15,304,250.24,236.36,892.8,4.01,Product A,Brand Z,3.4,664,13,0.47,Medium,1.63,White,Metal,2018-08-12 16:59:41,2023-04-13 02:06:10,62,959,Buy One Get One Free,2021-09-18 12:22:34,2022-01-31 15:10:25,Medium,Online,Returning Customers,75737,City C,State Y,31682,City D,State X,21.71,Yes,Winter,No,17,Yes,Low,78,Low,87
241,44,Male,Medium,No,7,No,Married,3,Bachelor's,Unemployed,275586,2020-09-09 17:16:58,991,Clothing,9,509.28,0.27,Mobile Payment,Location A,20,Saturday,36,10,119.89,Weekly,2021-11-24 20:38:35,0.01,Location B,18,20,6.13,82.49,1,510.47,5593.24,35,26,600.83,280.32,796.84,5.71,Product B,Brand X,1.8,879,79,0.44,Small,6.85,Green,Wood,2019-02-21 19:39:48,2023-07-15 03:05:18,256,202,20% Off,2021-03-30 05:29:48,2022-11-22 00:43:45,High,Online,New Customers,68282,City A,State Z,98258,City A,State Y,40.14,Yes,Spring,No,9,Yes,Low,3,Low,265
242,79,Other,High,No,9,No,Married,1,High School,Unemployed,408630,2020-06-01 15:10:07,6072,Toys,1,522.48,0.44,Cash,Location A,0,Saturday,51,10,27.34,Weekly,2021-08-13 06:11:30,0.07,Location B,43,77,3.71,97.31,2,358.64,7275.15,23,32,893.37,291.16,768.89,9.59,Product C,Brand Z,2.0,464,53,0.38,Medium,6.99,Green,Plastic,2018-05-28 00:36:34,2022-04-21 07:14:02,19,288,Buy One Get One Free,2021-09-30 21:41:56,2022-02-11 19:24:29,High,Online,New Customers,33347,City D,State Z,76001,City C,State Y,81.28,Yes,Spring,Yes,7,No,High,54,Low,116
243,74,Female,Low,No,2,Yes,Single,2,Master's,Retired,727750,2020-02-05 00:03:36,6796,Toys,8,461.46,0.01,Mobile Payment,Location A,5,Tuesday,23,1,140.55,Yearly,2021-07-15 12:37:32,0.28,Location A,7,52,8.29,395.53,1,27.46,9307.17,50,115,451.45,988.23,182.2,9.75,Product B,Brand Z,4.1,204,89,0.18,Large,8.13,Black,Wood,2019-07-30 22:48:03,2022-02-26 09:56:18,1,283,Buy One Get One Free,2021-07-19 12:38:39,2022-12-07 16:59:31,High,Social Media,New Customers,50302,City B,State X,73150,City C,State Z,81.0,Yes,Winter,No,4,Yes,Low,26,High,269
244,69,Other,Medium,Yes,8,No,Divorced,4,Master's,Employed,306139,2021-04-01 13:54:29,8382,Clothing,3,827.04,0.23,Cash,Location C,13,Thursday,12,8,104.52,Monthly,2021-09-30 07:47:39,0.47,Location B,97,77,6.37,52.64,2,648.62,9658.84,79,74,670.97,187.25,88.87,8.1,Product C,Brand Z,4.3,492,71,0.01,Medium,0.39,Black,Metal,2018-11-03 04:05:02,2022-10-03 01:13:33,214,156,Buy One Get One Free,2021-02-09 06:27:09,2022-05-25 23:10:48,High,In-store,Returning Customers,73858,City B,State Z,79870,City C,State Y,64.33,Yes,Fall,Yes,15,Yes,High,47,Medium,350
245,30,Other,High,No,3,No,Single,0,Bachelor's,Employed,349434,2021-06-17 00:13:10,2168,Clothing,2,36.23,0.32,Debit Card,Location C,22,Wednesday,2,11,378.21,Daily,2021-03-20 13:53:47,0.27,Location C,11,12,7.54,274.58,7,371.63,9913.35,2,333,766.3,60.63,823.04,7.11,Product A,Brand Z,4.1,643,46,0.11,Small,0.12,Blue,Wood,2018-07-07 02:57:00,2022-09-14 17:22:45,165,518,Buy One Get One Free,2021-08-12 21:53:28,2022-11-04 12:31:34,Medium,Online,Returning Customers,56915,City B,State X,44466,City D,State Y,41.45,No,Summer,No,5,Yes,Low,25,Low,187
246,58,Male,Medium,No,4,No,Married,3,PhD,Unemployed,93687,2021-10-27 08:19:41,8544,Groceries,8,114.02,0.18,Debit Card,Location A,7,Monday,35,8,67.82,Yearly,2021-10-18 03:45:16,0.13,Location B,29,17,3.67,120.21,3,397.26,1569.3,24,492,265.76,548.63,937.15,6.33,Product A,Brand Z,2.6,628,95,0.16,Large,2.42,Blue,Glass,2019-12-24 13:11:18,2023-08-28 15:19:09,266,532,20% Off,2021-04-16 22:30:24,2022-01-15 10:42:55,Medium,Online,Returning Customers,55442,City D,State X,94428,City C,State Y,18.75,Yes,Summer,No,6,No,Low,7,High,258
247,20,Other,Low,No,5,Yes,Single,3,High School,Self-Employed,668799,2020-01-16 23:01:04,5454,Furniture,1,102.55,0.32,Credit Card,Location A,12,Monday,33,1,144.37,Daily,2021-03-01 07:33:02,0.34,Location D,63,99,5.03,113.05,3,114.51,761.6,10,363,83.15,436.55,160.86,0.39,Product B,Brand X,4.7,981,30,0.49,Small,7.66,Green,Wood,2019-07-21 15:53:13,2023-12-08 04:26:12,216,389,Buy One Get One Free,2021-08-18 12:20:26,2022-01-09 16:48:02,Low,In-store,New Customers,19128,City C,State X,56855,City C,State X,96.21,Yes,Fall,No,16,Yes,Medium,43,High,46
248,56,Other,High,Yes,9,Yes,Married,0,PhD,Retired,598910,2020-03-07 10:08:08,3024,Furniture,6,662.94,0.19,Credit Card,Location B,3,Thursday,49,6,408.85,Monthly,2021-09-30 06:02:52,0.34,Location C,72,71,3.88,179.65,9,328.44,6283.47,7,432,685.6,628.65,351.17,5.12,Product C,Brand Z,3.1,545,45,0.35,Large,3.64,Black,Plastic,2019-05-26 09:12:01,2023-05-02 10:35:25,299,36,Flash Sale,2021-06-21 19:29:36,2022-10-30 03:45:30,Low,Social Media,New Customers,96765,City A,State Y,45032,City A,State Z,52.68,Yes,Summer,Yes,10,Yes,Medium,3,Low,327
249,23,Other,High,Yes,8,Yes,Divorced,1,Master's,Retired,379041,2020-10-31 03:34:09,4672,Furniture,5,424.69,0.37,Mobile Payment,Location B,16,Tuesday,33,3,257.58,Monthly,2021-03-14 18:18:02,0.5,Location B,78,55,8.38,155.02,3,354.43,4312.48,25,344,140.29,156.55,670.99,7.77,Product A,Brand Y,3.6,191,90,0.27,Large,1.66,Black,Wood,2018-04-21 09:55:35,2022-08-28 11:24:29,295,509,20% Off,2021-11-01 18:23:02,2022-07-11 17:15:49,Low,In-store,Returning Customers,52177,City C,State Y,33012,City B,State X,69.65,No,Spring,Yes,6,No,High,15,Medium,351
250,25,Male,Medium,No,7,No,Single,2,High School,Employed,852306,2021-10-28 04:55:04,9608,Clothing,5,781.68,0.48,Mobile Payment,Location C,17,Tuesday,35,4,275.67,Monthly,2021-11-11 04:04:15,0.48,Location A,42,8,6.03,21.26,8,845.64,8759.34,44,31,369.3,347.67,813.62,0.19,Product B,Brand X,1.1,106,66,0.3,Small,9.51,Green,Metal,2019-12-27 13:11:34,2023-04-05 05:49:54,274,273,Buy One Get One Free,2021-06-07 15:52:31,2022-02-04 16:54:39,Medium,Social Media,Returning Customers,50903,City A,State Z,39959,City B,State Z,88.79,No,Winter,No,17,Yes,Medium,3,High,349
251,44,Male,Low,No,1,Yes,Married,1,PhD,Employed,894852,2021-03-10 18:01:53,5335,Electronics,4,26.79,0.4,Mobile Payment,Location A,8,Tuesday,13,11,304.7,Weekly,2021-08-09 02:26:08,0.36,Location A,65,59,2.47,328.77,5,841.44,8821.45,52,286,594.91,979.29,373.41,2.75,Product A,Brand Z,2.6,610,83,0.49,Large,1.29,White,Glass,2018-06-20 19:39:01,2022-01-11 17:51:10,343,647,Flash Sale,2021-07-03 12:56:19,2022-05-15 11:40:07,High,Social Media,Returning Customers,46997,City D,State X,95131,City A,State Z,32.56,Yes,Spring,No,11,Yes,High,26,Low,31
252,26,Male,Low,Yes,7,No,Single,3,High School,Self-Employed,199101,2021-12-09 16:30:40,4736,Clothing,1,11.91,0.07,Mobile Payment,Location C,18,Sunday,3,12,262.76,Yearly,2021-08-27 03:12:10,0.45,Location A,92,28,5.23,383.84,0,580.99,4468.13,21,205,440.92,169.99,496.43,8.17,Product D,Brand Z,1.3,877,96,0.03,Small,1.45,Blue,Plastic,2019-01-29 06:33:42,2023-06-19 07:42:05,244,202,Flash Sale,2021-03-19 02:47:25,2022-01-09 19:53:12,High,In-store,Returning Customers,13126,City B,State Z,91872,City B,State X,25.17,No,Spring,Yes,5,Yes,High,63,Low,159
253,79,Male,High,No,3,No,Divorced,2,High School,Retired,945904,2021-01-31 22:37:28,2218,Electronics,1,642.92,0.1,Debit Card,Location A,4,Monday,8,8,245.94,Daily,2021-07-20 19:30:12,0.03,Location B,51,7,9.28,350.38,1,33.77,5532.35,54,256,847.48,561.65,306.97,1.41,Product D,Brand Z,3.3,521,63,0.43,Large,2.99,Black,Plastic,2018-03-12 23:29:04,2023-12-20 16:07:37,325,839,20% Off,2021-07-25 16:33:07,2022-07-14 07:26:44,Medium,Online,Returning Customers,44254,City C,State X,41634,City A,State Y,78.88,No,Fall,No,12,No,Low,68,High,52
254,54,Other,Low,No,8,No,Married,4,High School,Retired,977757,2021-01-09 14:16:45,140,Toys,8,955.07,0.3,Credit Card,Location B,2,Sunday,43,10,34.88,Monthly,2021-04-20 13:55:20,0.46,Location B,24,80,2.13,482.95,2,303.27,9828.74,18,361,262.64,560.41,103.49,1.61,Product C,Brand Z,1.5,956,0,0.18,Large,1.0,Blue,Metal,2018-06-24 20:46:31,2022-05-27 09:15:10,130,439,Flash Sale,2021-05-20 21:21:10,2022-04-24 08:09:02,Medium,In-store,New Customers,75321,City B,State Y,52498,City D,State X,9.82,Yes,Spring,Yes,3,No,Low,82,Medium,135
255,50,Other,Low,Yes,0,No,Single,4,PhD,Self-Employed,922548,2021-04-03 22:41:32,9343,Clothing,5,580.52,0.26,Cash,Location B,8,Wednesday,29,7,360.44,Weekly,2021-06-13 22:38:55,0.02,Location C,36,48,8.73,69.64,7,509.2,7763.97,61,355,491.84,691.79,332.71,7.88,Product D,Brand Z,4.1,554,29,0.26,Small,7.23,Green,Wood,2018-11-29 07:14:20,2022-08-16 18:04:41,41,469,20% Off,2021-03-26 05:44:53,2022-07-02 19:30:44,Medium,Social Media,Returning Customers,36978,City D,State Y,65435,City B,State Y,94.84,Yes,Winter,No,9,No,High,42,High,363
256,68,Other,Low,Yes,2,Yes,Divorced,3,Bachelor's,Retired,620508,2020-04-23 11:57:06,8296,Furniture,6,212.08,0.44,Mobile Payment,Location C,23,Saturday,19,5,373.19,Yearly,2021-11-29 23:44:08,0.02,Location B,7,22,1.73,276.14,6,732.01,5093.91,72,20,821.31,130.51,831.39,4.04,Product D,Brand X,3.5,937,30,0.18,Small,9.78,Green,Metal,2019-10-20 23:30:17,2022-01-07 08:08:20,49,187,Flash Sale,2021-11-16 02:21:33,2022-10-02 05:38:37,Low,Social Media,New Customers,46968,City C,State X,68493,City D,State X,63.11,Yes,Fall,No,3,Yes,High,33,Low,80
257,59,Other,Medium,Yes,3,Yes,Married,1,Bachelor's,Self-Employed,355616,2020-10-08 03:17:19,5139,Groceries,9,698.91,0.41,Credit Card,Location D,9,Monday,48,11,274.81,Monthly,2021-10-26 07:12:17,0.4,Location C,24,39,1.9,316.62,3,763.87,1254.2,97,58,116.04,273.18,397.98,7.26,Product B,Brand Y,2.9,656,13,0.12,Medium,0.44,Blue,Plastic,2019-01-22 21:38:05,2022-03-18 13:38:19,131,921,20% Off,2021-05-11 00:23:17,2022-11-19 23:50:07,Low,In-store,New Customers,89721,City A,State Y,14239,City B,State Y,88.54,No,Spring,No,7,Yes,Medium,85,Medium,126
258,61,Female,High,Yes,2,Yes,Single,0,High School,Employed,185609,2020-02-27 14:39:48,8225,Groceries,5,412.63,0.36,Cash,Location B,17,Friday,6,5,224.44,Daily,2021-05-12 07:19:49,0.15,Location A,34,97,7.21,318.74,5,759.27,1485.05,99,336,266.4,23.75,689.16,2.11,Product A,Brand X,3.4,422,62,0.48,Small,0.65,Red,Plastic,2019-11-03 03:59:34,2022-04-17 04:56:02,258,898,20% Off,2021-07-20 16:30:59,2022-06-27 19:28:31,Low,Online,Returning Customers,41503,City D,State Y,48926,City B,State Z,53.62,Yes,Spring,Yes,18,Yes,Low,64,Medium,147
259,41,Female,Medium,No,8,Yes,Single,4,Master's,Unemployed,922073,2021-01-30 17:40:16,2355,Clothing,7,758.04,0.22,Mobile Payment,Location C,13,Sunday,13,5,125.91,Daily,2021-02-14 00:21:19,0.24,Location D,94,78,7.09,400.17,2,115.41,263.15,45,284,603.42,699.07,424.87,2.91,Product D,Brand Y,1.4,632,26,0.49,Medium,1.02,Red,Glass,2018-06-05 15:50:06,2022-04-17 12:09:50,280,656,Buy One Get One Free,2021-01-30 05:56:05,2022-07-29 05:00:28,High,In-store,Returning Customers,49273,City B,State Z,92533,City C,State Y,78.22,Yes,Fall,Yes,19,No,High,46,Medium,171
260,32,Other,High,Yes,3,Yes,Divorced,1,PhD,Employed,430896,2020-04-14 00:00:57,9738,Groceries,6,264.1,0.41,Credit Card,Location C,21,Thursday,32,8,481.85,Weekly,2021-09-24 07:22:20,0.1,Location D,90,48,2.17,415.56,9,593.57,5845.49,49,244,449.89,429.61,694.31,6.67,Product B,Brand Z,1.9,409,45,0.37,Large,6.17,White,Wood,2018-02-06 18:40:56,2022-08-27 20:43:07,123,232,20% Off,2021-09-26 21:59:40,2022-05-20 14:51:27,High,Social Media,New Customers,31814,City D,State X,80883,City C,State X,72.31,No,Spring,No,15,Yes,Medium,33,High,304
261,76,Male,Low,No,9,Yes,Married,0,High School,Retired,391241,2020-08-19 23:52:38,1819,Groceries,3,924.59,0.32,Mobile Payment,Location C,20,Saturday,13,2,456.43,Weekly,2021-10-08 14:12:32,0.08,Location A,54,40,3.06,344.56,5,144.78,4505.88,84,160,847.37,35.5,961.7,3.06,Product A,Brand X,4.5,321,65,0.16,Medium,2.73,Black,Glass,2018-02-07 16:56:19,2023-11-18 23:01:26,100,407,Flash Sale,2021-12-31 14:47:10,2022-10-08 09:09:55,Low,In-store,Returning Customers,46823,City A,State Y,93358,City B,State Y,4.68,No,Spring,No,7,No,Medium,2,Medium,289
262,71,Other,High,Yes,4,No,Single,2,Master's,Retired,383871,2020-05-06 16:51:23,5337,Furniture,7,316.94,0.07,Debit Card,Location D,12,Saturday,52,9,433.59,Weekly,2021-02-10 16:19:06,0.05,Location D,28,80,3.68,434.93,7,146.16,4422.4,42,116,32.22,415.36,126.56,0.3,Product C,Brand Z,2.8,133,9,0.3,Medium,3.11,White,Glass,2018-08-27 16:45:56,2023-11-16 16:58:47,131,473,20% Off,2021-11-09 08:46:38,2022-01-08 00:31:43,Low,Social Media,Returning Customers,82103,City B,State Z,32696,City C,State Y,99.29,Yes,Summer,Yes,6,No,Medium,55,Low,268
